#
# lemniscate: y(n) = (parameter "scale_coef" = 0.07715167498104596, X-coord of center = 0.0, Y-coord of center = 0.0, rotation angle of axes = 1.992899723284114)
# Noise strength: 0.0
#
# LW_PARAMETER_SETS
(seq_type=lemniscate)
#index_of_time_step	input_0,input_1,input_2,input_3,input_4	output_0,output_1	complexity_0,complexity_1
# LW_SAMPLES
0	0.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2048400688462713,0.4561146195804897	0.0,0.0	
1	1.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.21277204801306585,0.45225831443036296	0.0,0.0	
2	2.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.22050153526994945,0.4480158399038454	0.0,0.0	
3	3.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2280109854472881,0.4433976123806756	4.2252898945591144E-4,7.619223730430669E-4	
4	4.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.23528364368466784,0.43841513655454384	4.568290195038627E-4,7.400012996142125E-4	
5	5.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.24230366268478148,0.4330809162481004	4.894311772249971E-4,7.159927832736113E-4	
6	6.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.24905621149950916,0.4274083525700253	5.201094226520708E-4,6.900878519433551E-4	
7	7.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.255468386956127,0.42135266195483484	6.078435434958007E-4,7.214703087470298E-4	
8	8.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2615593273906739,0.4149769312386883	6.616083801807837E-4,7.031670380714394E-4	
9	9.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2673340790468957,0.4083156272383084	6.374238003960253E-4,6.056133851894407E-4	
10	10.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2727828683592151,0.40138543791067655	6.421511222274856E-4,5.544586114852867E-4	
11	11.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2778973493109327,0.3942033376484223	6.602707045042511E-4,5.207962618743456E-4	
12	12.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.28265875810892493,0.3867792976989231	6.873805143271516E-4,4.938506218673533E-4	
13	13.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.28697068310912704,0.3790859616278332	8.025559515154601E-4,5.112358088356639E-4	
14	14.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2909198353240178,0.37120337778406215	8.122565831015227E-4,4.585438942718567E-4	
15	15.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2945041269208197,0.36314932064000155	7.276334034002074E-4,3.6072107297069333E-4	
16	16.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.2977230706313795,0.35494103888146583	7.302085043309203E-4,3.256979147646666E-4	
17	17.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.30054850101008934,0.3465861405524363	7.58861218092044E-4,3.008411849689252E-4	
18	18.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.3028874629446087,0.33808313617072516	8.799817760404283E-4,2.947226231754252E-4	
19	19.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.30485583669530375,0.32948972494909823	8.570566280148295E-4,2.3851289259740893E-4	
20	20.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.30645971703603736,0.3208208440118295	7.350815937857691E-4,1.6587655555760916E-4	
21	21.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.3077066822096198,0.3120899142102715	7.214085771126144E-4,1.3751857993105077E-4	
22	22.0,0.07715167498104596,0.0,0.0,1.992899723284114	-0.30842290477869033,0.30329932787346137	8.876577716630529E-4,1.2170539954137194E-4	
